"SiteID","SiteName","Prefecture","Region","Period","wild_nuts","rice_and_millets","acorn_chestnut","chestnut_beechnut","acorn_beechnut","hazelnut","beechnut","millet","rice","acorn","walnut","buckeye","chestnut"
"J144","伊興遺跡","Tokyo","Kanto","Kofun",1,1,0,0,0,0,0,0,1,1,1,0,0
"J998","高島平北","Tokyo","Kanto","Kofun",1,0,0,0,0,0,0,0,0,0,1,0,0
"J549","本郷遺跡Ⅱ","Tokyo","Kanto","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J226","古録天東遺跡Ⅳ","Tokyo","Kanto","Kofun",1,1,0,0,0,0,0,0,1,0,1,0,0
"J41","上落合二丁目西遺跡","Tokyo","Kanto","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J464","広町遺跡","Tokyo","Kanto","Kofun",1,1,0,0,0,0,0,0,1,1,0,0,0
"J490","志村城山遺跡","Tokyo","Kanto","Kofun",1,1,0,0,0,0,0,1,1,0,1,0,0
"J898","豊島馬場遺跡","Tokyo","Kanto","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J524","日吉加瀬古墳","Kanagawa","Kanto","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J649","池子遺跡群","Kanagawa","Kanto","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J180","加瀬台古墳群","Kanagawa","Kanto","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J185","北川表の上遺跡","Kanagawa","Kanto","Kofun",1,1,0,0,0,0,0,0,1,1,0,0,0
"J658","河原口坊中遺跡","Kanagawa","Kanto","Kofun",1,1,0,0,0,0,0,1,1,1,0,1,0
"J746","的場遺跡","Niigata","Chubu","Kofun",1,0,0,0,0,0,0,0,0,1,1,1,1
"J32","上大川遺跡","Niigata","Chubu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J235","吉津川遺跡","Niigata","Chubu","Kofun",1,1,0,0,0,0,0,0,1,0,1,0,0
"J936","金曲遺跡","Niigata","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J920","道端遺跡Ⅲ","Niigata","Chubu","Kofun",1,1,0,0,0,0,0,0,1,1,0,1,0
"J174","六斗蒔遺跡","Niigata","Chubu","Kofun",1,1,0,0,0,0,0,1,1,0,1,1,0
"J14","一杯田遺跡","Niigata","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J939","釜蓋遺跡","Niigata","Chubu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J132","五千石遺跡","Niigata","Chubu","Kofun",1,1,0,0,1,0,0,0,1,1,1,0,0
"J336","姫御前遺跡","Niigata","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J222","古津八幡山古墳","Niigata","Chubu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J95","中谷内遺跡","Toyama","Chubu","Kofun",1,1,0,0,0,0,0,0,1,0,0,1,1
"J198","千代・能美遺跡","Ishikawa","Chubu","Kofun",1,0,0,0,0,0,0,0,0,1,1,1,0
"J857","藤江C遺跡","Ishikawa","Chubu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J359","寺中遺跡","Ishikawa","Chubu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J126","二口かみあれた遺跡","Ishikawa","Chubu","Kofun",1,1,0,0,0,0,0,1,1,0,1,0,0
"J305","大坪遺跡","Yamanashi","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J272","坂井南遺跡","Yamanashi","Chubu","Kofun",1,0,0,0,0,0,0,0,0,0,0,0,1
"J563","村前東Ａ遺跡概報2","Yamanashi","Chubu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J664","油田遺跡","Yamanashi","Chubu","Kofun",1,1,0,0,0,0,0,0,1,0,0,1,0
"J313","大師東丹保遺跡Ⅳ区","Yamanashi","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J220","古婦毛遺跡","Yamanashi","Chubu","Kofun",0,1,0,0,0,0,0,1,1,0,0,0,0
"J561","村前東Ａ遺跡Ⅰ区","Yamanashi","Chubu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J558","村前東Ａ遺跡Ⅱ区","Yamanashi","Chubu","Kofun",1,1,0,0,0,0,0,0,1,0,1,0,0
"J623","武家遺跡","Yamanashi","Chubu","Kofun",0,1,0,0,0,0,0,1,1,0,0,0,0
"J942","銚子塚古墳附丸山塚古墳","Yamanashi","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J110","久保田遺跡","Nagano","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J914","辻前遺跡","Nagano","Chubu","Kofun",1,1,0,0,0,0,0,0,1,0,1,1,1
"J69","下聖端遺跡","Nagano","Chubu","Kofun",1,1,0,0,0,1,0,0,1,0,0,0,0
"J387","屋代遺跡群","Nagano","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J864","西一本柳遺跡ⅩⅣ","Nagano","Chubu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J369","小島・柳原遺跡群","Nagano","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J826","荒尾南遺跡","Gifu","Chubu","Kofun",1,0,0,0,0,0,0,0,0,0,1,0,0
"J18","三ヶ原古墳群","Gifu","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J137","今宿遺跡","Gifu","Chubu","Kofun",1,1,0,0,0,0,0,0,1,1,1,1,1
"J985","顔戸南遺跡","Gifu","Chubu","Kofun",1,0,0,0,0,0,0,0,0,1,1,1,0
"J595","柿田遺跡","Gifu","Chubu","Kofun",1,1,0,0,0,0,0,0,1,1,0,0,0
"J577","東野遺跡","Gifu","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J701","玉越遺跡","Shizuoka","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J533","曲金北遺跡","Shizuoka","Chubu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J539","朝日遺跡","Aichi","Chubu","Kofun",1,1,0,0,0,0,0,0,1,1,0,0,0
"J635","水入遺跡","Aichi","Chubu","Kofun",1,1,0,0,0,0,0,1,1,1,1,0,0
"J870","西側北遺跡","Aichi","Chubu","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J778","神明遺跡","Aichi","Chubu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J496","惣作遺跡","Aichi","Chubu","Kofun",1,1,0,0,0,0,0,1,0,1,0,0,0
"J278","城之越遺跡","Mie","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,1
"J652","池新田遺跡","Mie","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J546","木造赤坂遺跡","Mie","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J326","大谷遺跡","Mie","Kansai","Kofun",1,0,0,0,0,0,0,0,0,0,0,0,0
"J661","河田宮ノ北遺跡","Mie","Kansai","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J713","田丸道遺跡","Mie","Kansai","Kofun",1,1,0,0,0,0,0,0,1,1,1,0,0
"J162","入江内湖西野遺跡","Shiga","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,1,1,0
"J237","吉身西遺跡","Shiga","Kansai","Kofun",1,0,0,0,0,0,0,0,0,0,1,1,1
"J513","斗西遺跡","Shiga","Kansai","Kofun",1,0,0,0,1,0,0,0,0,0,0,1,0
"J550","本願寺遺跡","Shiga","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,0,1,0
"J163","入江内湖遺跡","Shiga","Kansai","Kofun",1,0,0,0,0,0,0,0,0,0,1,1,0
"J689","湯ノ部遺跡","Shiga","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J447","平安京右京六条一坊","Kyoto","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J952","長岡京跡左京","Kyoto","Kansai","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J949","長岡京跡・羽束師遺跡","Kyoto","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J118","亀井・城山遺跡","Osaka","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J704","瓜生堂遺跡","Osaka","Kansai","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J820","若江北遺跡","Osaka","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J807","美園遺跡","Osaka","Kansai","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J121","亀井遺跡","Osaka","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J280","城山遺跡","Osaka","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J112","久宝寺北","Osaka","Kansai","Kofun",1,1,0,0,0,0,0,0,1,1,1,0,0
"J65","下田遺跡","Osaka","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J383","小阪合遺跡","Osaka","Kansai","Kofun",1,1,0,0,1,0,0,0,1,1,0,0,0
"J650","池島・福万寺遺跡","Osaka","Kansai","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J515","新上小阪遺跡","Osaka","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J849","蔀屋北遺跡","Osaka","Kansai","Kofun",1,1,0,0,1,0,0,0,1,1,0,0,0
"J823","茄子作遺跡","Osaka","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J973","難波宮址","Osaka","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J706","瓜破北遺跡","Osaka","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J946","長原遺跡","Osaka","Kansai","Kofun",1,1,0,0,0,0,0,1,1,1,0,0,0
"J944","長原・瓜破遺跡","Osaka","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J475","御廟山古墳","Osaka","Kansai","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J221","古市大溝","Osaka","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J409","峯ケ塚古墳","Osaka","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J868","西之辻遺跡","Osaka","Kansai","Kofun",1,1,0,0,0,0,0,0,1,1,0,0,0
"J1004","鬼虎川遺跡","Osaka","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J469","弥刀遺跡","Osaka","Kansai","Kofun",1,1,0,0,0,0,0,0,1,1,0,0,0
"J924","郡家遺跡","Hyogo","Kansai","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J699","玉津田中遺跡","Hyogo","Kansai","Kofun",1,1,0,0,0,0,0,1,1,1,0,0,1
"J736","白水遺跡","Hyogo","Kansai","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J150","住吉宮町遺跡（第20次）","Hyogo","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J582","松野遺跡","Hyogo","Kansai","Kofun",1,1,0,0,0,0,0,0,1,0,0,0,0
"J378","小路大町遺跡","Hyogo","Kansai","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J976","雨流遺跡","Hyogo","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J133","五反田遺跡","Hyogo","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,1,1,0
"J597","栗鹿遺跡","Hyogo","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J593","柿坪遺跡","Hyogo","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J653","池田古墳","Hyogo","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J25","三番町遺跡","Hyogo","Kansai","Kofun",1,1,0,0,0,0,0,0,1,0,1,0,0
"J804","纒向遺跡","Nara","Kansai","Kofun",1,1,0,0,0,0,0,1,1,1,1,1,0
"J569","東安堵遺跡","Nara","Kansai","Kofun",1,0,0,0,0,0,0,0,0,0,1,0,0
"J255","和繭・森本遺跡","Nara","Kansai","Kofun",1,1,0,0,0,0,0,0,1,1,0,0,0
"J425","布留遺跡","Nara","Kansai","Kofun",1,1,0,0,0,0,0,0,1,1,1,1,1
"J670","法華寺垣内古墳","Nara","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J726","発志院遺跡","Nara","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J249","和爾・森本遺跡","Nara","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J753","矢部遺跡","Nara","Kansai","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J251","和爾・森本遺跡Ⅱ","Nara","Kansai","Kofun",1,1,0,0,0,0,0,0,1,1,0,0,0
"J212","南郷大東遺跡","Nara","Kansai","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J926","郡山広陵線（東安堵）","Nara","Kansai","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J254","和田ワタナ遺跡・矢田原遺跡","Nara","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J131","五井遺跡","Nara","Kansai","Kofun",1,1,0,0,1,0,0,0,1,0,0,0,0
"J618","横田堂垣内遺跡","Nara","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J799","箸尾遺跡","Nara","Kansai","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J116","乙木・佐保庄遺跡","Nara","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,1
"J718","田屋遺跡","Wakayama","Kansai","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J880","西庄遺跡","Wakayama","Kansai","Kofun",0,1,0,0,0,0,0,1,1,0,0,0,0
"J956","長瀬高浜遺跡","Tottori","Chugoku","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J134","井図地中ソネ遺跡","Tottori","Chugoku","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J981","青谷上寺地遺跡7","Tottori","Chugoku","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J979","青谷上寺地遺跡","Tottori","Chugoku","Kofun",1,1,0,0,1,0,0,1,1,1,1,1,1
"J596","栗谷遺跡","Tottori","Chugoku","Kofun",1,0,0,0,0,0,0,0,0,0,1,0,0
"J551","本高下ノ谷遺跡","Tottori","Chugoku","Kofun",1,0,0,0,0,0,0,0,0,0,1,0,0
"J552","本高弓ノ木遺跡","Tottori","Chugoku","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J735","白枝本郷遺跡","Shimane","Chugoku","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J299","大井窯跡群","Shimane","Chugoku","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J413","川入・上東遺跡","Okayama","Chugoku","Kofun",1,1,0,0,0,0,0,1,0,0,0,0,0
"J349","宮尾遺跡","Okayama","Chugoku","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J740","百間川原尾島遺跡","Okayama","Chugoku","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J744","百間川米田遺跡（旧当麻遺跡）","Okayama","Chugoku","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J833","菅生小学校裏山遺跡","Okayama","Chugoku","Kofun",1,0,0,0,0,0,0,0,0,0,1,0,0
"J742","百間川沢田遺跡","Okayama","Chugoku","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J676","津島遺跡","Okayama","Chugoku","Kofun",1,1,0,0,0,0,0,1,1,0,0,0,1
"J860","西7地点遺跡","Hiroshima","Chugoku","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J181","助平3号遺跡","Hiroshima","Chugoku","Kofun",1,1,0,0,0,0,0,0,1,0,0,1,1
"J432","常納原遺跡","Hiroshima","Chugoku","Kofun",0,1,0,0,0,0,0,1,1,0,0,0,0
"J758","石井城ノ内遺跡","Tokushima","Shikoku","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J293","多々羅遺跡","Ehime","Shikoku","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J224","古照遺跡","Ehime","Shikoku","Kofun",1,0,0,0,0,1,0,0,0,1,1,1,0
"J566","来住廃寺遺跡","Ehime","Shikoku","Kofun",1,0,0,0,0,0,0,0,0,0,0,0,0
"J619","樽味四反地遺跡","Ehime","Shikoku","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J861","西ノ谷遺跡","Kochi","Shikoku","Kofun",1,0,0,0,0,0,0,0,0,0,1,0,0
"J697","牛頸梅頭・本堂遺跡","Fukuoka","Kyushu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J385","尾崎遺跡","Fukuoka","Kyushu","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,1
"J526","日焼遺跡","Fukuoka","Kyushu","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J632","比恵台地遺跡","Fukuoka","Kyushu","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J463","広ミ遺跡","Fukuoka","Kyushu","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,1
"J58","下月隈C遺跡","Fukuoka","Kyushu","Kofun",1,1,0,0,1,0,0,0,1,1,1,1,0
"J612","樋井川B遺跡群","Fukuoka","Kyushu","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,0
"J200","千里遺跡","Fukuoka","Kyushu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J108","久保園遺跡","Fukuoka","Kyushu","Kofun",1,0,0,0,0,0,0,0,0,0,1,0,0
"J156","元岡・桑原遺跡群","Fukuoka","Kyushu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J887","西蒲池池淵遺跡","Fukuoka","Kyushu","Kofun",1,0,0,0,0,0,0,0,0,0,0,0,0
"J642","汐入遺跡","Saga","Kyushu","Kofun",1,1,0,0,1,0,0,0,1,0,0,0,0
"J834","菜畑内田遺跡","Saga","Kyushu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J76","中原遺跡","Saga","Kyushu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J588","柳町遺跡","Kumamoto","Kyushu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J662","河陽F遺跡","Kumamoto","Kyushu","Kofun",0,1,0,0,0,0,0,1,0,0,0,0,0
"J590","柳町遺跡Ⅱ","Kumamoto","Kyushu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J640","求来里平島遺跡","Oita","Kyushu","Kofun",0,1,0,0,0,0,0,0,1,0,0,0,0
"J583","板平遺跡","Miyazaki","Kyushu","Kofun",1,1,0,0,0,0,0,0,1,1,0,0,0
"J544","木戸平第2遺跡","Miyazaki","Kyushu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J456","平峰遺跡","Miyazaki","Kyushu","Kofun",1,0,0,0,0,0,0,0,0,1,0,0,1
"J957","長田遺跡","Kagoshima","Kyushu","Kofun",0,1,0,0,0,0,0,1,1,0,0,0,0
"J636","水天向遺跡","Kagoshima","Kyushu","Kofun",0,0,0,0,0,0,0,0,0,0,0,0,0
"J241","向山遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,0,1,0,0,0,0
"J101","中野平遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,1,1,0,0,0,0
"J286","堀切沢遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,1,0,0,0,0,0
"J389","山元遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,1,1,0,0,0,0
"J368","小奥戸遺跡","Aomori","Tohoku","Kodai",0,0,0,0,0,0,0,0,0,0,0,0,0
"J292","外馬屋前田遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,0,1,1,0
"J995","高屋敷館遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,1,0,0,0
"J968","隠川遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,0,0,1,1
"J928","野尻遺跡","Aomori","Tohoku","Kodai",0,0,0,0,0,0,0,0,0,0,0,0,0
"J767","砂子遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,0,0,1,0
"J339","安田遺跡","Aomori","Tohoku","Kodai",1,0,0,0,0,0,0,0,0,1,1,1,0
"J538","朝日山遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,1,1,0,0,0,0
"J929","野木遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,0,0,1,0
"J244","向田遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,0,1,0,0
"J916","近野遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,0,1,1,0
"J154","倉越遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,1,1,0,0,0,0
"J319","大池館遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,1,1,0,0,0,0
"J693","潟野遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,1,1,0,0,0,0
"J584","林ノ前遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,1,0,0,0
"J19","三内遺跡","Aomori","Tohoku","Kodai",1,1,0,0,1,0,0,1,1,0,1,1,1
"J904","赤平遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,1,1,0,1
"J10","ふくべ（3）遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,1,1,0,0,0,0
"J11","ふくべ（4）遺跡","Aomori","Tohoku","Kodai",0,0,0,0,0,0,0,0,0,0,0,0,0
"J523","新田遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,1,1,0,0,0,0
"J352","宮田館遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,1,1,0,0,0,0
"J84","中平遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,0,1,1,0
"J176","前川遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,0,1,0,0
"J600","根古橋遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,1,1,0,0,0,0
"J42","上野遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,0,0,1,0
"J785","稲元遺跡","Aomori","Tohoku","Kodai",1,1,0,0,0,0,0,1,1,0,1,1,0
"J505","扇田遺跡","Aomori","Tohoku","Kodai",0,1,0,0,0,0,0,1,1,0,0,0,0
